name,national_team,club,league,style_fit,age_score,tournament_perf,tps_static,tps_live,top3_clubs,tps_rank,tournament_goals,tournament_assists,tournament_minutes
Dailon Livramento,Cape Verde,Casa Pia,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Gilson Tavares,Cape Verde,Akron Tolyatti,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Sidny Lopes Cabral,Cape Verde,Benfica,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Wagner Pina,Cape Verde,Trabzonspor,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Kelvin Pires,Cape Verde,SJK,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Helio Varela,Cape Verde,Maccabi Tel Aviv,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Nuno da Costa,Cape Verde,Istanbul Basaksehir,Outside Top 5,,0.42,0.0,8.4,8.4,Athletic Club (La Liga): 0.952 | Brest (Ligue 1): 0.947,1089,0,0,0
Jhon Cordoba,Colombia,Krasnodar,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Carlos Andres Gomez,Colombia,Vasco da Gama,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Davinson Sanchez,Colombia,Galatasaray,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
David Ospina,Colombia,Atletico Nacional,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Alvaro Montero,Colombia,Velez Sarsfield,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Jorge Carrascal,Colombia,Flamengo,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Camilo Vargas,Colombia,Atlas,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Luis Suarez,Colombia,Sporting,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Jaminton Campaz,Colombia,Rosario Central,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
James Rodriguez,Colombia,Minnesota United,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Juan Fernando Quintero,Colombia,River Plate,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Jhon Arias,Colombia,Palmeiras,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Gustavo Puerta,Colombia,Racing de Santander,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Juan Camilo Portilla,Colombia,Athletico Paranaense,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Kevin Castano,Colombia,River Plate,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Richard Rios,Colombia,Benfica,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Santiago Arias,Colombia,Independiente,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Willer Ditta,Colombia,Cruz Azul,Outside Top 5,,0.3933,0.0,7.87,7.87,Augsburg (Bundesliga): 0.982 | Udinese (serie A): 0.98,1110,0,0,0
Carlos Harvey,Panama,Minnesota United,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Adalberto Carrasquilla,Panama,Pumas UNAM,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Eric Davis,Panama,Plaza Amador,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Jiovany Ramos,Panama,Academia Puerto Cabello,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Roderick Miller,Panama,Turan Tovuz,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Anibal Godoy,Panama,San Diego FC,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Jose Cordoba,Panama,Norwich City,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Tomas Rodriguez,Panama,Deportivo Saprissa,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Jose Fajardo,Panama,Universidad Catolica,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Edgardo Farina,Panama,Pari Nizhniy Novgorod,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Cecilio Waterman,Panama,Universidad de Concepcion,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Andres Andrade,Panama,LASK,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Yoel Barcenas,Panama,Mazatlan FC,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Cesar Yanis,Panama,Cobresal,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Jose Luis Rodriguez,Panama,Juarez,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Cristian Martinez,Panama,Ironi Kiryat Shmona,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Ismael Diaz,Panama,Leon,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Orlando Mosquera,Panama,Al-Fayha,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Luis Mejia,Panama,Nacional,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Cesar Samudio,Panama,Marathon,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Cesar Blackman,Panama,Slovan Bratislava,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Jorge Gutierrez,Panama,Deportivo La Guaira,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Alberto Quintero,Panama,Plaza Amador,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Azarias Londono,Panama,Universidad Catolica,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Fidel Escobar,Panama,Deportivo Saprissa,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
Amir Murillo,Panama,Besiktas,Outside Top 5,,0.3733,0.0,7.47,7.47,Wolfsburg (Bundesliga): 0.984 | Brentford (PL): 0.982,1132,0,0,0
